Vehicle Body Type,Plate Type,Registration State,Vehicle Color,Vehicle Year,Vehicle Make
SUBN,PAS,NY,GREEN,2015,HONDA
SDN,PAS,NY,GREY,2010,NT
TRAC,PAS,NJ,OTHER,2004,FRE
TRL,PAS,NJ,OTHER,2011,GRE D
WAGO,PAS,NJ,SILVER,1997,HONDA
SDN,PAS,NY,OTHER,2010,ME
SDN,PAS,NJ,RED,2017,FRUEH
SDN,PAS,NJ,BLUE,2016,NISSA
SUBN,PAS,NY,TAN,2008,VOLVO
SUBN,PAS,NY,BLUE,2004,AUDI
SUBN,PAS,NY,SILVER,2015,VOLVO
SDN,PAS,NY,BEIGE,2008,HONDA
DELV,PAS,AZ,OTHER,2017,GMC
SDN,PAS,MA,BLACK,2005,HONDA
,PAS,NY,SILVER,2008,HONDA
P-U,PAS,MD,OTHER,2014,NISSA
SUBN,PAS,MA,OTHER,2016,JEEP
SDN,PAS,MD,OTHER,2010,NISSA
SUBN,PAS,NY,GREEN,2016,CHEVR
SDN,PAS,NY,SILVER,2003,MINI
SUBN,PAS,VA,RED,2005,ROVER
SUBN,PAS,ON,OTHER,2016,HONDA
SUBN,PAS,NY,RED,2017,CADIL
SUBN,PAS,NY,RED,2017,JAGUA
SDN,PAS,NJ,GREY,2017,DODGE
SUBN,PAS,NY,BLACK,2017,INTFI
SDN,PAS,NY,GREY,1997,CHEVR
SUBN,PAS,PA,SILVER,2002,HONDA
SDN,PAS,MO,RED,2006,CHEVR
SUBN,PAS,NY,GOLD,2016,NISSA
SUBN,PAS,AL,OTHER,2011,BMW
,PAS,NY,OTHER,2002,GMC
SUBN,PAS,NY,YELLOW,2016,FORD
P-U,PAS,NY,BLACK,2006,LIMO
SUBN,PAS,NY,BROWN,2012,ME/BE
VAN,PAS,NY,BLACK,2010,FORD
SUBN,PAS,TX,GREEN,2006,KIA
SUBN,PAS,NY,BLUE,2006,VP;VP
SUBN,PAS,NY,SILVER,2007,MITSU
,PAS,NY,GREY,2017,CHEVR
SUBN,PAS,NY,GOLD,2005,MERCU
SUBN,PAS,NY,SILVER,2016,MITSU
SUBN,PAS,FL,TAN,1998,FORD
SDN,PAS,NY,BLUE,2005,MERCU
HWH,PAS,NY,GREEN,2007,HIN
FOUR,PAS,NY,SILVER,2013,FORD
FOUR,PAS,NY,SILVER,1991,MERCU
SDN,PAS,NY,TAN,2007,ME/BE
I,PAS,NY,BLACK,2009,HYUND
FOUR,PAS,NY,SILVER,2012,HYUND
SUBN,PAS,NY,BLACK,2010,SCION
ILN,PAS,NY,SILVER,2002,DODGE
VAN,PAS,NY,OTHER,2013,ME RE
SDN,PAS,NY,RED,1998,SATUR
SDN,PAS,NY,GREY,2004,OLDSM
SDN,PAS,NY,TAN,2012,SUBAR
SDN,PAS,NY,GREY,2008,INTER
SDN,PAS,NY,RED,2017,DODGE
P-U,PAS,NY,SILVER,2005,NISSA
SDN,PAS,NY,BLACK,2003,HIN
SUBN,PAS,NY,PURPL,2012,FORD
SUBN,PAS,TX,BLACK,2017,LEXUS
WH,PAS,NY,OTHER,2014,NISSA
SDN,PAS,NY,ORANGE,2015,MINI
SDN,PAS,TX,TAN,2004,
SDN,PAS,NY,GOLD,2007,LEXUS
,PAS,NY,OTHER,2006,TOYOT
SDN,PAS,PA,RED,2002,INFIN
SUBN,PAS,NY,TAN,2005,HYUND
SDN,PAS,NY,BLUE,2013,MASE
SUBN,PAS,NY,GREY,2013,HYUN
SDN,PAS,NY,GOLD,1994,NISSA
P-U,PAS,NY,BLUE,2003,DODGE
SDN,PAS,NY,TAN,1995,ME/BE
FOUR,PAS,NY,BLACK,2015,VOLKS
SUBN,PAS,NY,GOLD,2003,ME/BE
SDN,PAS,NY,OTHER,2006,PORSC
FOUR,PAS,NY,GREEN,2011,TOYOT
FOUR,PAS,NY,BLACK,2015,HONDA
SDN,PAS,NY,OTHER,1992,CHEVR
SUBN,PAS,NY,GOLD,1999,JEEP
VAN,PAS,NY,OTHER,1994,COACH
SDN,PAS,NY,BLUE,2002,SAAB
SUBN,PAS,NY,OTHER,1992,CHEVR
SDN,PAS,PA,OTHER,2013,
SDN,PAS,NY,GOLD,2009,CHEVR
SDN,PAS,NY,SILVER,1998,BMW
SDN,PAS,NY,GOLD,2011,BMW
TWOD,PAS,NY,GREY,2012,DODGE
SDN,PAS,NY,BROWN,2017,INFIN
SDN,PAS,NY,GREY,2011,PORSC
TWOD,PAS,NY,GREEN,1997,HONDA
,PAS,NY,BROWN,2008,
VAN,PAS,NY,GREY,2013,FORD
VAN,PAS,NY,BLUE,1996,NISSA
SDN,PAS,PA,GREY,2012,NISSA
VAN,PAS,NY,SILVER,2004,FORD
SDN,PAS,NY,RED,1998,ME/BE
TWOD,PAS,NY,OTHER,2009,NISSA
SUBN,PAS,NY,GREY,2020,ME/BE
SDN,PAS,NY,SILVER,2012,VOLKS
CONV,PAS,NY,GREEN,2005,AUDI
SDN,PAS,PA,RED,2006,HONDA
SDN,PAS,PA,RED,2003,DODGE
SDN,PAS,NJ,GREY,2009,HONDA
SDN,PAS,PA,BLACK,2012,INFIN
SUBN,PAS,NY,OTHER,2010,HYUND
SDN,PAS,NY,RED,1984,DATSU
SDN,PAS,NY,BLUE,2060,ACURA
SUBN,PAS,NY,RED,2018,JEEP
SUBN,PAS,NY,RED,1998,NISSA
SDN,PAS,NY,GREY,2013,MINI
SDN,PAS,NY,GOLD,2010,NISSA
SUBN,PAS,NY,OTHER,2008,HYUN
SDN,PAS,NY,BLACK,2012,ROVER
SDN,PAS,PA,GREY,2017,NISSA
SUBN,PAS,NY,GOLD,2007,BMW
,PAS,NY,OTHER,2016,NISSA
SDN,PAS,PA,RED,1999,JEEP
,PAS,NY,BLACK,2012,KIA
SUBN,PAS,NY,TAN,2009,ME/BE
SDN,PAS,NY,SILVER,2003,SAAB
SDN,PAS,NY,SILVER,2012,AUDI
VAN,PAS,PA,BLACK,2010,TOYOT
VAN,PAS,NY,SILVER,2004,TOYOT
PICK,PAS,NY,BLACK,2013,TOYOT
SDN,PAS,FL,GREY,2006,BUICK
SUBN,PAS,FL,GREY,2016,NISSA
SDN,PAS,NY,RED,2014,SUBAR
SDN,PAS,NY,BLUE,2001,CHEVR
SUBN,PAS,NY,GREY,2009,BUICK
VAN,PAS,NY,GREY,2006,KIA
SDN,PAS,NY,OTHER,2016,MASSA
SDN,PAS,NY,BLUE,2012,HAMME
SDN,PAS,NY,RED,1991,NISSA
SDN,PAS,PA,BLACK,2002,HONDA
SUBN,PAS,OH,BLUE,2017,JEEP
SUBN,PAS,NY,OTHER,1999,TOYOT
SUBN,PAS,FL,GREY,2001,TOYOT
SDN,PAS,NY,BLUE,1993,BUICK
CONV,PAS,NY,OTHER,2003,PORSC
,PAS,NY,BLACK,2013,MAZDA
SDN,PAS,NY,GREEN,2017,FORD
SDN,PAS,NY,BLACK,2015,GMC
,PAS,NY,BLACK,2015,CHRYS
,PAS,NY,BLUE,2008,HONDA
SUBN,PAS,NY,RED,2010,GMC
SDN,PAS,NY,GREY,1995,BMW
SDN,PAS,NY,GREEN,2014,TOYOT
,PAS,NY,BLACK,2004,CADIL
,PAS,NY,TAN,2012,CHEVR
SDN,PAS,NY,YELLOW,2015,FORD
SDN,PAS,NY,GREEN,2002,AUDI
SDN,PAS,NJ,OTHER,2008,NISSA
SUBN,PAS,NJ,RED,2008,FORD
SDN,PAS,NY,GREEN,1996,ACURA
P-U,PAS,NY,BLUE,2017,FORD
VAN,PAS,NC,BLUE,2003,CHRYS
SUBN,PAS,NY,BLUE,2006,ACURA
SDN,PAS,NY,OTHER,2018,SMART
SUBN,PAS,NY,GREY,1999,AUDI
FOUR,PAS,MA,GREY,2015,TOYOT
FOUR,PAS,NY,RED,2008,HONDA
FOUR,PAS,NY,BLACK,2015,CADIL
SDN,PAS,NY,SILVER,2015,SUBAR
FOUR,PAS,NY,OTHER,2010,BMW
SUBN,PAS,NY,BLACK,2002,ROVER
FOUR,PAS,NY,GREY,2015,BMW
SDN,PAS,NY,OTHER,2011,LINCO
SDN,PAS,NY,SILVER,2010,ACURA
FOUR,PAS,NY,GREY,2012,DODGE
SUBN,PAS,NY,BROWN,1998,NISSA
SDN,PAS,PA,BLACK,2013,HONDA
SDN,PAS,NY,BLUE,1997,VOLVO
SUBN,PAS,NY,OTHER,2004,MERCU
SUBN,PAS,NY,SILVER,2009,ROVER
FOUR,PAS,NY,SILVER,2009,TOYOT
SDN,PAS,NY,OTHER,1986,LINCO
SUBN,PAS,NY,SILVER,2006,PONTI
SDN,PAS,NY,RED,2016,INFIN
VAN,PAS,NY,BLACK,2011,FORD
SDN,PAS,NY,TAN,1992,NISSA
SDN,PAS,OH,BLACK,2016,TOYOT
SDN,PAS,PA,BLACK,2006,MERCU
,PAS,NY,RED,2010,ACURA
SUBN,PAS,PA,BLACK,2011,KIA
VAN,PAS,PA,SILVER,2009,
SDN,PAS,NY,BLUE,2004,CADIL
BLAC,PAS,NY,BLACK,2016,HONDA
SUBN,PAS,NY,OTHER,2014,PORSC
VAN,PAS,NY,OTHER,2010,DODGE
VAN,PAS,NY,RED,2002,CMR
P-U,PAS,FL,OTHER,2016,DODGE
SDN,PAS,PA,BLUE,2010,FORD
SUBN,PAS,NY,BLUE,1995,ISUZU
SUBN,PAS,NY,RED,2009,VOLKS
FOUR,PAS,NY,RED,2017,NISSA
SDN,PAS,NY,GREY,2007,GMC
SDN,PAS,NY,BLACK,1998,AUDI
SDN,PAS,PA,OTHER,2017,MAZDA
SDN,PAS,NY,SILVER,2017,LEXUS
P-U,PAS,NY,RED,2014,DODGE
,PAS,NY,BLACK,2008,ME/BE
CONV,PAS,NY,BLUE,2006,MINI
FOUR,PAS,NY,BLACK,2004,VOLVO
SUBN,PAS,NY,BLACK,2011,MITSU
VAN,PAS,NY,BLACK,2008,CHRYS
SDN,PAS,NY,GREEN,2017,DODGE
SUBN,PAS,NY,GOLD,2001,BMW
SDN,PAS,NY,TAN,2010,LINCO
SDN,PAS,NY,RED,2008,SATUR
SUBN,PAS,NY,RED,2003,HUMME
SUBN,PAS,NY,GREY,2014,CADIL
SUBN,PAS,NY,SILVER,2004,MITSU
P-U,PAS,NY,GREEN,2002,CHEVR
P-U,PAS,NY,RED,1997,TOYOT
SUBN,PAS,NY,RED,2014,MAZDA
SUBN,PAS,NY,BLACK,2013,MAZDA
SUBN,PAS,PA,RED,2002,GMC
SUBN,PAS,PA,BLACK,2012,CHEVR
SUBN,PAS,TX,OTHER,2017,CHEVR
SDN,PAS,NY,SILVER,2003,INFIN
VAN,PAS,NY,GREY,2007,CHEVR
SUBN,PAS,NY,GOLD,2004,DODGE
VAN,PAS,NY,BLACK,2006,HONDA
VAN,PAS,NY,BLACK,2008,NISSA
VAN,PAS,NY,TAN,2006,CHRYS
SDN,PAS,PA,BLACK,2017,HONDA
SDN,PAS,NY,RED,1992,ACURA
CONV,PAS,NY,OTHER,2016,BMW
SUBN,PAS,NY,BROWN,2006,INFIN
SUBN,PAS,NY,RED,2014,DODGE
SDN,PAS,NY,GOLD,2006,AUDI
SUBN,PAS,NY,OTHER,2010,PORSC
BLAC,PAS,NY,BLACK,2016,LINCO
SDN,PAS,NJ,BLUE,2003,HONDA
VAN,PAS,NY,RED,2013,HONDA
SUBN,PAS,NY,SILVER,2003,BUICK
SUBN,PAS,NY,BLUE,1994,SUBAR
SUBN,PAS,NY,GREY,2011,VOLKS
SDN,PAS,NY,GREY,2015,INTER
SUBN,PAS,NY,BLACK,2013,AUDUB
SDN,PAS,NY,GREY,2018,AUDI
SDN,PAS,NY,SILVER,2002,JAGUA
P-U,PAS,NY,RED,2004,DODGE
FOUR,PAS,NY,BLACK,2015,KIA
FOUR,PAS,NY,GREY,2014,BMW
SDN,PAS,NY,RED,2003,DODGE
VAN,PAS,NY,TAN,2005,HONDA
SDN,PAS,NY,GREEN,2012,GMC
CONV,PAS,NY,BLACK,2012,PORSC
,PAS,NY,BLUE,2010,HYUND
SDN,PAS,NY,ORANGE,2014,HYUND
SUBN,PAS,PA,GREEN,1995,GMC
,PAS,NY,BLUE,2017,HONDA
SUBN,PAS,NY,OTHER,2003,ACURA
P-U,PAS,NY,BLACK,2007,CHEVR
SDN,PAS,NY,OTHER,2009,MINI
SDN,PAS,NY,SILVER,2013,GMC
SDN,PAS,SC,TAN,2004,NISSA
P-U,PAS,NY,RED,2013,DODGE
P-U,PAS,NY,BLUE,2003,CHEVR
SDN,PAS,NY,ORANGE,2015,MCCLE
P-U,PAS,NY,RED,2005,TOYOT
SUBN,PAS,PA,BLUE,2005,
SDN,PAS,NY,BLUE,2007,IINFI
SDN,PAS,NY,GREY,2018,JAGUA
SDN,PAS,OH,BLUE,2012,NISSA
SDN,PAS,NY,BLACK,2017,GMC
SDN,PAS,NY,BLACK,2003,MAZDA
VAN,PAS,NY,BROWN,2003,FORD
SDN,PAS,NY,OTHER,2010,VOLVO
SDN,PAS,FL,GREY,2004,LINCO
SUBN,PAS,NY,TAN,2006,NISSA
SDN,PAS,NY,SILVER,2006,ACURA
SUBN,PAS,NY,GREEN,2003,CADIL
,PAS,NY,GREY,2015,FORD
SDN,PAS,PA,OTHER,2017,INFIN
P-U,PAS,NY,OTHER,2006,GMC
P-U,PAS,NY,GREY,2017,HONDA
SUBN,PAS,NY,BLACK,2017,BUICH
SDN,PAS,PA,BLACK,2004,ACURA
SDN,PAS,PA,BLACK,2002,LINCO
,PAS,NY,OTHER,2014,FORD
P-U,PAS,NY,GREY,2012,CHEVR
,PAS,NY,SILVER,2004,HONDA
SDN,PAS,NY,GREEN,2006,POSTI
SDN,PAS,NY,YELLOW,2010,FORD
SDN,PAS,NY,GREY,2010,JEEP
SDN,PAS,NY,BLUE,2017,LINCO
SDN,PAS,NY,RED,2009,HYUND
FOUR,PAS,NY,RED,2015,NISSA
SUBN,PAS,NY,BROWN,2014,HYUND
SUBN,PAS,NY,BLACK,2016,R/R
SDN,PAS,PA,BLACK,2001,BMW
VAN,PAS,NY,BLUE,2006,
SUBN,PAS,NY,OTHER,2017,LO/RO
VAN,PAS,NY,GREY,2014,
,PAS,NY,BLACK,2013,LEXUS
SUBN,PAS,SC,OTHER,2016,NISSA
SUBN,PAS,NY,SILVER,2007,ACURA
SUBN,PAS,NY,BLUE,1999,HONDA
VAN,PAS,NY,GREY,2013,
SUBN,PAS,NY,SILVER,2006,INFIN
TWOD,PAS,NY,OTHER,2017,CHEVR
SDN,PAS,NY,BLACK,2002,PORSC
,PAS,NY,BLACK,2017,AUDI
SUBN,PAS,NY,TAN,2006,PORSC
VAN,PAS,NY,BROWN,2003,CHEVR
SUBN,PAS,NY,BLACK,2006,MITSU
SDN,PAS,NY,BLACK,2001,DAEWO
VAN,PAS,NY,BLUE,1996,MERCU
SUBN,PAS,NY,BLACK,2016,LAPU
SUBN,PAS,NY,RED,2016,CADIL
VAN,PAS,NY,BLACK,2010,ME/BE
VAN,PAS,NY,RED,2005,NISSA
CONV,PAS,NY,BLACK,2006,MINI
SDN,PAS,NY,SILVER,2009,FORD
SUBN,PAS,NY,RED,2017,ROVER
SDN,PAS,NY,BROWN,2016,HYUND
SDN,PAS,OH,GREEN,1984,ME/BE
SDN,PAS,NY,OTHER,1999,OLDSM
SUBN,PAS,PA,BLACK,2017,TOYOT
,PAS,NY,GOLD,2001,NISSA
SUBN,PAS,NY,GREY,2008,ME/BE
SDN,PAS,NY,OTHER,1989,MAZDA
SUBN,PAS,NY,RED,1999,VOLKS
SUBN,PAS,NY,GREEN,2002,ME/BE
VAN,PAS,PA,SILVER,2004,JEEP
SUBN,PAS,NY,OTHER,1998,PONTI
SUBN,PAS,NY,SILVER,2007,VOLKS
TWOD,PAS,NY,GREY,2005,ME/BE
SDN,PAS,PA,GREY,2011,INFIN
,PAS,NY,GREY,2018,TOYOT
P-U,PAS,NY,GREEN,2005,FORD
SDN,PAS,NY,TAN,2003,ROVER
SDN,PAS,NY,GREEN,2016,CHEVR
SDN,PAS,NY,GREY,2018,VOLVO
VAN,PAS,NY,BLUE,2009,TOYOT
SDN,PAS,NY,SILVER,2011,MITSU
SDN,PAS,NY,TAN,2006,MAZDA
VAN,PAS,NY,BLACK,2007,FORD
SDN,PAS,PA,BLACK,1999,LINCO
SDN,PAS,NY,BLUE,2003,MERCU
SUBN,PAS,NY,TAN,2015,LEXUS
SUBN,PAS,NY,TAN,2017,JEEP
SDN,PAS,PA,OTHER,2009,BMW
SDN,PAS,OH,BLACK,2008,BMW
SDN,PAS,NY,TAN,2013,BMW
SDN,PAS,NY,OTHER,2005,VOLKS
SDN,PAS,NY,GOLD,2001,SUBAR
VAN,PAS,NY,BLUE,2012,TOYOT
SDN,PAS,NY,BLACK,1996,LEXUS
SUBN,PAS,NY,ORANGE,2003,INFIN
SDN,PAS,NY,SILVER,2016,CADIL
SDN,PAS,NY,OTHER,2016,SHART
SUBN,PAS,NY,BROWN,2010,BMW
,PAS,NY,GREY,1997,FORD
SDN,PAS,NY,GREY,1990,HONDA
,PAS,NY,BLACK,2017,ME/BE
SUBN,PAS,NY,OTHER,2012,MAZDA
SUBN,PAS,NY,BROWN,2004,GMC
SDN,PAS,MD,OTHER,1997,TOYOT
SUBN,PAS,NY,BLACK,2014,R/R
VAN,PAS,NY,GREY,2010,HONDA
VAN,PAS,NY,BLUE,1990,FORD
,PAS,NY,GREY,2008,MAZDA
SUBN,PAS,NY,GOLD,2016,FORD
,PAS,NY,GREY,2012,HONDA
,PAS,NY,GREY,2016,FORD
VAN,PAS,NY,RED,2016,CHRYS
SDN,PAS,NY,RED,2017,MERCU
SUBN,PAS,NY,ORANGE,2018,JEEP
SDN,PAS,NY,BLACK,1990,HONDA
SUBN,PAS,PA,OTHER,2003,HUMME
SDN,PAS,NY,RED,2008,
SUBN,PAS,NY,BEIGE,2014,HONDA
SUBN,PAS,NY,GOLD,2005,BUICK
SUBN,PAS,NY,PURPL,2015,HONDA
SDN,PAS,NY,RED,1995,GEO
P-U,PAS,NY,SILVER,2016,NISSA
SDN,PAS,NY,SILVER,2012,FIOOT
SUBN,PAS,NY,BLUE,2015,LINCO
,PAS,NY,BLACK,2014,HONDA
SDN,PAS,PA,BLACK,1996,INFIN
SDN,PAS,PA,OTHER,2017,CHEVR
SDN,PAS,NY,BROWN,2014,CHEVR
VAN,PAS,NY,TAN,2014,DODGE
P-U,PAS,NY,BLUE,2006,TOYOT
FOUR,PAS,NY,TAN,2002,TOYOT
FOUR,PAS,NY,BLACK,2011,FORD
SDN,PAS,PA,BLUE,2017,KIA
,PAS,NY,BLACK,2013,VOLKS
SDN,PAS,NY,GREEN,1998,LEXUS
P-U,PAS,NY,RED,2007,DODGE
SDN,PAS,FL,OTHER,2006,HYUND
SDN,PAS,NY,BLUE,2014,ACURA
,PAS,NY,GREY,2016,ME/BE
SUBN,PAS,PA,BLUE,1998,HONDA
SUBN,PAS,NY,GOLD,2004,
VAN,PAS,SC,OTHER,2016,PONTI
SDN,PAS,NY,GREY,2020,HYUND
SDN,PAS,NY,GOLD,2016,NISSA
,PAS,NY,GREY,2007,NISSA
SUBN,PAS,NY,GREY,2016,BUICK
SDN,PAS,NY,BLUE,1997,ME/BE
SDN,PAS,NY,BLUE,2018,ACURA
P-U,PAS,NY,GREEN,2008,FORD
SUBN,PAS,NY,SILVER,2003,DODGE
SUBN,PAS,NJ,BLUE,2012,MITSU
SUBN,PAS,PA,GREY,2002,MERCU
SDN,PAS,NY,OTHER,1995,LEXUS
SUBN,PAS,NY,SILVER,2010,JEEP
SDN,PAS,NY,GREY,2003,JEEP
SDN,PAS,NY,RED,2015,MINI
SDN,PAS,NY,SILVER,1997,BUICK
FOUR,PAS,NY,OTHER,2011,KIA
FOUR,PAS,NY,BLACK,2011,
SUBN,PAS,NY,OTHER,2007,SUBAR
FOUR,PAS,NY,GREY,2007,PONTI
VAN,PAS,NY,GREY,2009,GMC
SUBN,PAS,NY,BLACK,1996,CHEVR
FOUR,PAS,NY,GREY,2016,NISSA
FOUR,PAS,NY,GREY,2010,TOYOT
FOUR,PAS,NY,SILVER,2009,MITSU
FOUR,PAS,NY,BLACK,2009,ACURA
FOUR,PAS,NY,OTHER,2012,NISSA
SDN,PAS,NY,BLACK,2008,VOLVO
SUBN,PAS,NY,OTHER,2017,MINI
SUBN,PAS,NY,SILVER,2011,INFIN
SDN,PAS,NY,BLACK,2017,SUARE
CADI,PAS,NY,BLACK,2016,
,PAS,NY,OTHER,2014,JEEP
SDN,PAS,NY,SILVER,2005,VOLVO
SDN,PAS,NY,GREY,2002,KIA
SUBN,PAS,NY,GOLD,2017,TOYOT
CADI,PAS,NY,BLACK,2017,IUKLA
SUV,PAS,NY,BLACK,2016,ROVER
,PAS,NY,BLACK,2017,DODGE
SDN,PAS,NY,BROWN,1988,LINCO
SUBN,PAS,NY,RED,2009,LEXUS
P-U,PAS,NY,BLACK,2018,CHEVR
SDN,PAS,NY,OTHER,2007,INTER
,PAS,NY,GREEN,2007,TOYOT
SDN,PAS,NY,GREEN,2001,MITSU
SUBN,PAS,NY,OTHER,2006,LA KO
PICK,PAS,NY,OTHER,2012,FORD
VAN,PAS,NY,OTHER,2009,HONDA
SUBN,PAS,NY,GREEN,1995,ISUZU
SDN,PAS,NJ,TAN,1999,TOYOT
SDN,PAS,NY,GOLD,2003,VOLKS
,PAS,NY,BLACK,2007,LEXUS
SUBN,PAS,NY,OTHER,1987,TOYOT
SDN,PAS,NY,TAN,2002,VOLKS
SDN,PAS,NY,OTHER,2005,MINI
VAN,PAS,NY,RED,2008,HONDA
SUBN,PAS,NY,OTHER,2003,ME/BE
FOUR,PAS,NY,GREY,2009,BMW
SDN,PAS,NY,GREEN,2005,
SUBN,PAS,PA,GREY,2017,
SUBN,PAS,NY,ORANGE,2006,CHRYS
VAN,PAS,NY,BLACK,2012,CHRYS
SUBN,PAS,NY,GREEN,2009,CHEVR
DELV,PAS,NY,GREY,2006,CHEVR
SDN,PAS,NY,BROWN,2007,INFIN
SUBN,PAS,NY,GREY,2011,CADIL
SDN,PAS,NY,BLACK,1993,HONDA
SUBN,PAS,SC,BLACK,2015,JEEP
FOUR,PAS,NY,RED,2010,DODGE
SDN,PAS,NY,GOLD,1994,HONDA
SUBN,PAS,NY,GREEN,2005,LINCO
SDN,PAS,NY,SILVER,2002,MITSU
FOUR,PAS,NY,GREY,2007,BMW
PICK,PAS,NY,OTHER,2007,FORD
YDSD,PAS,NY,BLACK,2012,HONDA
FOUR,PAS,NY,GREY,2008,INFIN
FOUR,PAS,NY,BLACK,2005,ME/BE
FOUR,PAS,NY,GREY,2017,TOYOT
SUBN,PAS,NY,GOLD,2006,CHEVR
SDN,PAS,NY,OTHER,1997,SUBAR
VAN,PAS,NY,BLUE,1993,CHEVR
SDN,PAS,NY,RED,2004,VOLKS
IL,PAS,NY,GREY,2013,TOYOT
VAN,PAS,NY,GREY,2009,MAZDA
VAN,PAS,NY,BLACK,2014,CHEVR
P-U,PAS,NY,OTHER,2004,CHEVR
SDN,PAS,NY,YELLOW,1983,ME/BE
VAN,PAS,NY,GREY,2008,FORD
SDN,PAS,NY,GREY,1997,
VAN,PAS,NY,GREY,2017,NISSA
SUBN,PAS,NY,SILVER,2003,LEXUS
VAN,PAS,NY,SILVER,2011,ME/BE
SDN,PAS,PA,OTHER,2017,DODGE
CONV,PAS,NY,BLACK,2002,BMW
SDN,PAS,NY,BLACK,2009,INLI
SUBN,PAS,NY,BLACK,2014,MC/BE
SDN,PAS,NY,BLUE,1988,OLDSM
TWOD,PAS,NY,OTHER,2013,SMART
SUBN,PAS,NY,GREEN,2007,CRYCH
SDN,PAS,NY,OTHER,2013,CADIL
SDN,PAS,NY,SILVER,2010,INFIN
SDN,PAS,NY,ORANGE,2015,HONDA
SUBN,PAS,NY,SILVER,2003,GMC
SDN,PAS,NY,BLUE,2014,SMART
SDN,PAS,NY,ORANGE,2014,HONDA
SUBN,PAS,NY,OTHER,2009,PORSC
VAN,PAS,NY,GREY,2004,FORD
SDN,PAS,NY,BLUE,1998,PONTI
SUBN,PAS,NY,OTHER,2011,DODGE
SDN,PAS,NY,RED,2016,KIA
SDN,PAS,PA,SILVER,2007,HONDA
SUBN,PAS,NY,BLUE,2005,SATUR
,PAS,NY,BLUE,2003,HONDA
SUBN,PAS,NY,SILVER,2008,PORSC
SDN,PAS,NJ,BLUE,2013,TOYOT
SDN,PAS,NJ,BLUE,2005,NISSA
SDN,PAS,NY,GREEN,2015,ME/BE
SUBN,PAS,NY,TAN,1999,CADIL
SDN,PAS,NY,BLACK,1995,GEO
SDN,PAS,NY,GOLD,2011,FORD
VAN,PAS,NY,RED,2009,VOLKS
SDN,PAS,NY,PURPL,2010,MAZDA
SDN,PAS,NY,GREY,2009,LINCO
SUBN,PAS,NY,GREEN,2005,ACURA
SDN,PAS,NY,BLACK,2014,ROLLS
,PAS,NY,BLACK,2008,HYUND
,PAS,NY,BLACK,2011,AUDI
SUBN,PAS,MA,GREY,2009,HONDA
SDN,PAS,NY,OTHER,2018,KIA
GOQO,PAS,NY,BLACK,2007,AUDI
SDN,PAS,NY,BLACK,2004,MAZDA
MI,PAS,NY,GREY,2013,DODGE
M,PAS,NY,GREY,2012,BMW
SDN,PAS,TX,OTHER,2008,FORD
SDN,PAS,NY,OTHER,1999,INFIN
SDN,PAS,NY,BLUE,1999,FORD
SDN,PAS,MA,GREY,1999,FORD
SDN,PAS,PA,BLACK,2008,LINCO
SDN,PAS,NY,TAN,2008,FORD
VAN,PAS,NY,BLACK,2006,CHEVR
SUBN,PAS,NY,RED,1996,CHEVR
SDN,PAS,NY,TAN,2002,PONTI
,PAS,NY,SILVER,2011,HONDA
SUBN,PAS,NY,RED,2014,ME/BE
P-U,PAS,NY,BLACK,2003,FORD
SUBN,PAS,NY,GREY,2012,VOLVO
P-U,PAS,NY,BLACK,2001,DODGE
SUBN,PAS,NY,RED,2018,CHEVR
SDN,PAS,NY,OTHER,1997,JEEP
SUBN,PAS,NY,BROWN,2012,HONDA
SUBN,PAS,NY,OTHER,2017,HYUN
SDN,PAS,NY,GREY,1998,ACURA
SUBN,PAS,PA,GREY,2016,JEEP
P-U,PAS,NY,RED,2016,FORD
SUBN,PAS,NY,ORANGE,2009,JEEP
SDN,PAS,NY,GREY,2011,MITSU
TWOD,PAS,NY,RED,2014,GMC
SUBN,PAS,NY,RED,1998,CHEVR
SDN,PAS,NJ,GREY,2007,CHRYS
SDN,PAS,NY,BLACK,2008,05
SDN,PAS,NY,OTHER,2008,SUBAR
SUBN,PAS,PA,OTHER,2012,INFIN
SUBN,PAS,NJ,TAN,2012,JEEP
SUBN,PAS,NY,ORANGE,2014,DODGE
SUBN,PAS,NY,BLACK,2018,JEEP
SDN,PAS,NY,SILVER,2006,ROVER
SDN,PAS,NY,BLACK,2003,PONTI
SDN,PAS,NY,OTHER,2004,LEXUS
SDN,PAS,PA,OTHER,2002,LEXUS
SUBN,PAS,NY,TAN,1999,JEEP
SUBN,PAS,NY,BROWN,2008,JEEP
SUBN,PAS,NY,GOLD,2012,CHEVR
SDN,PAS,NJ,RED,2014,VOLVO
SUBN,PAS,NY,BLUE,2004,INFIN
SDN,PAS,NY,BLACK,2005,ACUER
SDN,PAS,NY,RED,1999,BUICK
SUBN,PAS,NY,TAN,2011,SUBAR
SUBN,PAS,FL,GREY,2010,CHRYS
SDN,PAS,NY,TAN,2011,TOYOT
SDN,PAS,PA,BLACK,2017,CHEVR
SDN,PAS,NY,OTHER,2004,MAZDA
VAN,PAS,NY,GREEN,2007,CHEVR
SUBN,PAS,NY,GREY,2016,SCION
SDN,PAS,NY,GOLD,2002,SAAB
VAN,PAS,NY,GREY,2017,FORD
FOUR,PAS,NY,BLACK,2002,NISSA
